-1.24E+02,4.36E+01,3.50E+01
-1.24E+02,4.18E+01,4.00E+01
-1.24E+02,4.16E+01,4.00E+01
-1.24E+02,4.70E+01,4.00E+01
-1.23E+02,4.28E+01,3.50E+01
-1.23E+02,4.76E+01,3.50E+01
-1.23E+02,4.30E+01,4.00E+01
-1.23E+02,4.78E+01,3.00E+01
-1.23E+02,4.24E+01,4.00E+01
-1.23E+02,4.72E+01,3.50E+01
-1.23E+02,4.08E+01,4.00E+01
-1.23E+02,4.56E+01,3.50E+01
-1.23E+02,3.88E+01,7.00E+01
-1.23E+02,4.36E+01,6.00E+01
-1.23E+02,4.84E+01,3.50E+01
-1.22E+02,4.12E+01,5.50E+01
-1.22E+02,4.60E+01,4.00E+01
-1.22E+02,3.84E+01,4.50E+01
-1.22E+02,4.32E+01,1.00E+02
-1.22E+02,4.80E+01,3.50E+01
-1.22E+02,4.02E+01,6.50E+01
-1.22E+02,4.50E+01,9.00E+01
-1.22E+02,3.70E+01,8.00E+01
-1.22E+02,4.18E+01,8.50E+01
-1.22E+02,4.66E+01,7.00E+01
-1.22E+02,3.86E+01,2.50E+01
-1.22E+02,4.34E+01,9.00E+01
-1.22E+02,4.82E+01,6.50E+01
-1.21E+02,4.00E+01,5.50E+01
-1.21E+02,4.48E+01,9.50E+01
-1.21E+02,3.62E+01,8.00E+01
-1.21E+02,4.10E+01,8.50E+01
-1.21E+02,4.58E+01,5.50E+01
-1.21E+02,3.70E+01,5.00E+01
-1.21E+02,4.18E+01,9.00E+01
-1.21E+02,4.66E+01,8.00E+01
-1.21E+02,3.76E+01,3.00E+01
-1.21E+02,4.24E+01,8.50E+01
-1.21E+02,4.72E+01,6.50E+01
-1.21E+02,3.80E+01,2.50E+01
-1.21E+02,4.28E+01,8.00E+01
-1.21E+02,4.76E+01,7.00E+01
-1.20E+02,3.82E+01,3.50E+01
-1.20E+02,4.30E+01,7.50E+01
-1.20E+02,4.78E+01,7.00E+01
-1.20E+02,3.84E+01,4.50E+01
-1.20E+02,4.32E+01,8.00E+01
-1.20E+02,4.80E+01,7.00E+01
-1.20E+02,3.86E+01,5.50E+01
-1.20E+02,4.34E+01,9.00E+01
-1.20E+02,4.82E+01,7.00E+01
-1.20E+02,3.86E+01,6.00E+01
-1.20E+02,4.34E+01,8.50E+01
-1.20E+02,4.82E+01,7.00E+01
-1.20E+02,3.76E+01,4.50E+01
-1.20E+02,4.24E+01,8.50E+01
-1.20E+02,4.72E+01,7.00E+01
-1.19E+02,3.62E+01,3.50E+01
-1.19E+02,4.10E+01,7.50E+01
-1.19E+02,4.58E+01,8.50E+01
-1.19E+02,3.48E+01,6.00E+01
-1.19E+02,3.96E+01,7.50E+01
-1.19E+02,4.44E+01,7.50E+01
-1.19E+02,3.34E+01,7.50E+01
-1.19E+02,3.82E+01,9.00E+01
-1.19E+02,4.30E+01,7.50E+01
-1.19E+02,4.78E+01,7.00E+01
-1.19E+02,3.68E+01,5.00E+01
-1.19E+02,4.16E+01,7.50E+01
-1.19E+02,4.64E+01,6.50E+01
-1.19E+02,3.54E+01,6.00E+01
-1.19E+02,4.02E+01,9.00E+01
-1.19E+02,4.50E+01,7.00E+01
-1.18E+02,3.40E+01,6.50E+01
-1.18E+02,3.88E+01,8.00E+01
-1.18E+02,4.36E+01,7.00E+01
-1.18E+02,4.84E+01,7.00E+01
-1.18E+02,3.74E+01,8.00E+01
-1.18E+02,4.22E+01,7.50E+01
-1.18E+02,4.70E+01,7.50E+01
-1.18E+02,3.62E+01,1.00E+02
-1.18E+02,4.10E+01,1.00E+02
-1.18E+02,4.58E+01,5.50E+01
-1.18E+02,3.50E+01,7.50E+01
-1.18E+02,3.98E+01,7.50E+01
-1.18E+02,4.46E+01,7.50E+01
-1.18E+02,3.36E+01,5.50E+01
-1.18E+02,3.84E+01,8.50E+01
-1.18E+02,4.32E+01,8.50E+01
-1.18E+02,4.80E+01,7.00E+01
-1.17E+02,3.70E+01,8.50E+01
-1.17E+02,4.18E+01,8.00E+01
-1.17E+02,4.66E+01,5.00E+01
-1.17E+02,3.56E+01,8.50E+01
-1.17E+02,4.04E+01,8.00E+01
-1.17E+02,4.52E+01,7.00E+01
-1.17E+02,3.42E+01,5.00E+01
-1.17E+02,3.90E+01,7.50E+01
-1.17E+02,4.38E+01,8.50E+01
-1.17E+02,4.86E+01,7.00E+01
-1.17E+02,3.76E+01,8.00E+01
-1.17E+02,4.24E+01,8.00E+01
-1.17E+02,4.72E+01,6.50E+01
-1.17E+02,3.62E+01,8.00E+01
-1.17E+02,4.10E+01,7.50E+01
-1.17E+02,4.58E+01,6.50E+01
-1.16E+02,3.48E+01,7.00E+01
-1.16E+02,3.96E+01,6.50E+01
-1.16E+02,4.44E+01,6.50E+01
-1.16E+02,3.34E+01,1.00E+02
-1.16E+02,3.82E+01,7.00E+01
-1.16E+02,4.30E+01,8.50E+01
-1.16E+02,4.78E+01,7.50E+01
-1.16E+02,3.66E+01,8.50E+01
-1.16E+02,4.14E+01,8.50E+01
-1.16E+02,4.62E+01,7.50E+01
-1.16E+02,3.50E+01,8.00E+01
-1.16E+02,3.98E+01,6.50E+01
-1.16E+02,4.46E+01,6.00E+01
-1.16E+02,3.34E+01,9.50E+01
-1.16E+02,3.82E+01,6.50E+01
-1.16E+02,4.30E+01,9.50E+01
-1.16E+02,4.78E+01,7.50E+01
-1.15E+02,3.66E+01,7.50E+01
-1.15E+02,4.14E+01,9.50E+01
-1.15E+02,4.62E+01,8.00E+01
-1.15E+02,3.50E+01,8.00E+01
-1.15E+02,3.98E+01,8.00E+01
-1.15E+02,4.46E+01,7.50E+01
-1.15E+02,3.34E+01,7.50E+01
-1.15E+02,3.82E+01,6.50E+01
-1.15E+02,4.30E+01,7.50E+01
-1.15E+02,4.78E+01,7.50E+01
-1.15E+02,3.66E+01,7.50E+01
-1.15E+02,4.14E+01,8.50E+01
-1.15E+02,4.62E+01,8.00E+01
-1.15E+02,3.50E+01,8.50E+01
-1.15E+02,3.98E+01,8.50E+01
-1.15E+02,4.46E+01,8.00E+01
-1.14E+02,3.34E+01,8.50E+01
-1.14E+02,3.82E+01,7.00E+01
-1.14E+02,4.30E+01,9.00E+01
-1.14E+02,4.78E+01,7.00E+01
-1.14E+02,3.64E+01,7.50E+01
-1.14E+02,4.12E+01,9.00E+01
-1.14E+02,4.60E+01,8.00E+01
-1.14E+02,3.42E+01,7.00E+01
-1.14E+02,3.90E+01,6.00E+01
-1.14E+02,4.38E+01,8.00E+01
-1.14E+02,4.86E+01,7.00E+01
-1.14E+02,3.68E+01,7.50E+01
-1.14E+02,4.16E+01,9.00E+01
-1.14E+02,4.64E+01,8.00E+01
-1.14E+02,3.46E+01,9.50E+01
-1.14E+02,3.94E+01,6.50E+01
-1.14E+02,4.42E+01,8.50E+01
